"","Illumina.Probe.ID","Ensembl.Gene.ID","GeneSymbol_Human","Gene.Description","Chromosome","Gene.Start..bp.","Gene.End..bp.","Module"
"8498","ILMN_1660086","ENSG00000133392","MYH11","myosin, heavy chain 11, smooth muscle ","16"," 15,796,992 "," 15,950,890 ","none"
"8499","ILMN_1784427","ENSG00000078814","MYH7B","myosin, heavy chain 7B, cardiac muscle, beta ","20"," 33,563,206 "," 33,590,240 ","none"
"8500","ILMN_1722872","ENSG00000100345","MYH9","myosin, heavy chain 9, non-muscle ","22"," 36,677,327 "," 36,784,063 ","none"
"8501","ILMN_2087702","ENSG00000100345","MYH9","myosin, heavy chain 9, non-muscle ","22"," 36,677,327 "," 36,784,063 ","none"
"8502","ILMN_1691476","ENSG00000065534","MYLK","myosin light chain kinase ","3"," 123,328,896 "," 123,603,178 ","none"
"8503","ILMN_2050183","ENSG00000101306","MYLK2","myosin light chain kinase 2 ","20"," 30,407,111 "," 30,422,492 ","none"
"8504","ILMN_1672287","ENSG00000085274","MYNN","myoneurin ","3"," 169,490,619 "," 169,507,504 ","none"
"8505","ILMN_1812616","ENSG00000197879","MYO1C","myosin IC ","17"," 1,367,392 "," 1,396,106 ","none"
"8506","ILMN_1681239","ENSG00000142347","MYO1F","myosin IF ","19"," 8,585,674 "," 8,642,461 ","none"
"8507","ILMN_1698225","ENSG00000197535","MYO5A","myosin VA (heavy chain 12, myoxin) ","15"," 52,599,480 "," 52,821,247 ","none"
"8508","ILMN_1811719","ENSG00000137474","MYO7A","myosin VIIA ","11"," 76,839,310 "," 76,926,284 ","none"
"8509","ILMN_1900998","ENSG00000066933","MYO9A","myosin IXA ","15"," 72,114,632 "," 72,410,918 ","none"
"8510","ILMN_2370976","ENSG00000138119","MYOF","myoferlin ","10"," 95,066,186 "," 95,242,074 ","none"
"8511","ILMN_1731157","ENSG00000177791","MYOZ1","myozenin 1 ","10"," 75,391,412 "," 75,401,515 ","none"
"8512","ILMN_1774350","ENSG00000164591","MYOZ3","myozenin 3 ","5"," 150,040,436 "," 150,058,927 ","none"
"8513","ILMN_1717184","ENSG00000152082","MZT2B","mitotic spindle organizing protein 2B ","2"," 130,939,310 "," 130,948,302 ","none"
"8514","ILMN_1799487","ENSG00000139597","N4BP2L1","NEDD4 binding protein 2-like 1 ","13"," 32,974,861 "," 33,002,315 ","none"
"8515","ILMN_2344650","ENSG00000139597","N4BP2L1","NEDD4 binding protein 2-like 1 ","13"," 32,974,861 "," 33,002,315 ","none"
"8516","ILMN_1701077","ENSG00000156239","N6AMT1","N-6 adenine-specific DNA methyltransferase 1 (putative) ","21"," 30,244,513 "," 30,257,693 ","none"
"8517","ILMN_1754988","ENSG00000156239","N6AMT1","N-6 adenine-specific DNA methyltransferase 1 (putative) ","21"," 30,244,513 "," 30,257,693 ","none"
"8518","ILMN_1721977","ENSG00000102030","NAA10","N(alpha)-acetyltransferase 10, NatA catalytic subunit ","X"," 153,194,695 "," 153,200,676 ","none"
"8519","ILMN_1669142","ENSG00000164134","NAA15","N(alpha)-acetyltransferase 15, NatA auxiliary subunit ","4"," 140,222,609 "," 140,341,187 ","none"
"8520","ILMN_1801109","ENSG00000172766","NAA16","N(alpha)-acetyltransferase 16, NatA auxiliary subunit ","13"," 41,885,341 "," 41,951,166 ","none"
"8521","ILMN_1788810","ENSG00000111300","NAA25","N(alpha)-acetyltransferase 25, NatB auxiliary subunit ","12"," 112,464,500 "," 112,546,826 ","none"
"8522","ILMN_2128087","ENSG00000139977","NAA30","N(alpha)-acetyltransferase 30, NatC catalytic subunit ","14"," 57,857,262 "," 57,882,635 ","none"
"8523","ILMN_1810826","ENSG00000135040","NAA35","N(alpha)-acetyltransferase 35, NatC auxiliary subunit ","9"," 88,556,061 "," 88,637,213 ","none"
"8524","ILMN_1805590","ENSG00000128534","NAA38","N(alpha)-acetyltransferase 38, NatC auxiliary subunit ","7"," 117,824,086 "," 117,832,878 ","none"
"8525","ILMN_1813423","ENSG00000122390","NAA60","N(alpha)-acetyltransferase 60, NatF catalytic subunit ","16"," 3,493,611 "," 3,536,963 ","none"
"8526","ILMN_1668605","ENSG00000138744","NAAA","N-acylethanolamine acid amidase ","4"," 76,831,809 "," 76,862,204 ","none"
"8527","ILMN_2391512","ENSG00000138744","NAAA","N-acylethanolamine acid amidase ","4"," 76,831,809 "," 76,862,204 ","none"
"8528","ILMN_1774617","ENSG00000138386","NAB1","NGFI-A binding protein 1 (EGR1 binding protein 1) ","2"," 191,511,472 "," 191,557,492 ","none"
"8529","ILMN_1721922","ENSG00000166886","NAB2","NGFI-A binding protein 2 (EGR1 binding protein 2) ","12"," 57,482,677 "," 57,489,259 ","none"
"8530","ILMN_1785852","ENSG00000173559","NABP1","nucleic acid binding protein 1 ","2"," 192,542,794 "," 192,553,251 ","none"
"8531","ILMN_1704672","ENSG00000139579","NABP2","nucleic acid binding protein 2 ","12"," 56,615,799 "," 56,623,638 ","none"
"8532","ILMN_1658231","ENSG00000160877","NACC1","nucleus accumbens associated 1, BEN and BTB (POZ) domain containing ","19"," 13,228,917 "," 13,251,955 ","none"
"8533","ILMN_1809522","ENSG00000148411","NACC2","NACC family member 2, BEN and BTB (POZ) domain containing ","9"," 138,898,383 "," 138,987,131 ","none"
"8534","ILMN_1882590","ENSG00000148411","NACC2","NACC family member 2, BEN and BTB (POZ) domain containing ","9"," 138,898,383 "," 138,987,131 ","none"
"8535","ILMN_1779034","ENSG00000172890","NADSYN1","NAD synthetase 1 ","11"," 71,164,155 "," 71,235,153 ","none"
"8536","ILMN_1784651","ENSG00000198951","NAGA","N-acetylgalactosaminidase, alpha- ","22"," 42,454,358 "," 42,466,846 ","none"
"8537","ILMN_1694980","ENSG00000108784","NAGLU","N-acetylglucosaminidase, alpha ","17"," 40,688,190 "," 40,696,467 ","none"
"8538","ILMN_1714148","ENSG00000171169","NAIF1","nuclear apoptosis inducing factor 1 ","9"," 130,823,512 "," 130,830,485 ","none"
"8539","ILMN_1801254","ENSG00000249437","NAIP","NLR family, apoptosis inhibitory protein ","5"," 70,264,310 "," 70,320,941 ","none"
"8540","ILMN_1753111","ENSG00000105835","NAMPT","nicotinamide phosphoribosyltransferase ","7"," 105,888,731 "," 105,926,772 ","none"
"8541","ILMN_2377829","ENSG00000188613","NANOS1","nanos homolog 1 (Drosophila) ","10"," 120,789,228 "," 120,793,854 ","none"
"8542","ILMN_1699208","ENSG00000187109","NAP1L1","nucleosome assembly protein 1-like 1 ","12"," 76,438,670 "," 76,478,813 ","none"
"8543","ILMN_1762033","ENSG00000161048","NAPEPLD","N-acyl phosphatidylethanolamine phospholipase D ","7"," 102,740,223 "," 102,790,007 ","none"
"8544","ILMN_1788268","ENSG00000134265","NAPG","N-ethylmaleimide-sensitive factor attachment protein, gamma ","18"," 10,525,902 "," 10,552,758 ","none"
"8545","ILMN_1710752","ENSG00000147813","NAPRT1","nicotinate phosphoribosyltransferase domain containing 1 ","8"," 144,656,955 "," 144,660,819 ","none"
"8546","ILMN_1723043","ENSG00000131401","NAPSB","napsin B aspartic peptidase, pseudogene ","19"," 50,837,053 "," 50,848,024 ","none"
"8547","ILMN_2109416","ENSG00000131401","NAPSB","napsin B aspartic peptidase, pseudogene ","19"," 50,837,053 "," 50,848,024 ","none"
"8548","ILMN_1813833","ENSG00000103245","NARFL","nuclear prelamin A recognition factor-like ","16"," 779,753 "," 791,329 ","none"
"8549","ILMN_1797332","ENSG00000137513","NARS2","asparaginyl-tRNA synthetase 2, mitochondrial (putative) ","11"," 78,147,007 "," 78,285,919 ","none"
"8550","ILMN_1705594","ENSG00000135372","NAT10","N-acetyltransferase 10 (GCN5-related) ","11"," 34,127,149 "," 34,169,217 ","none"
"8551","ILMN_1660629","ENSG00000160796","NBEAL2","neurobeachin-like 2 ","3"," 47,021,173 "," 47,051,193 ","none"
"8552","ILMN_1734833","ENSG00000104320","NBN","nibrin ","8"," 90,945,564 "," 91,015,456 ","none"
"8553","ILMN_1702305","ENSG00000149294","NCAM1","neural cell adhesion molecule 1 ","11"," 112,831,997 "," 113,149,158 ","none"
"8554","ILMN_2398184","ENSG00000149294","NCAM1","neural cell adhesion molecule 1 ","11"," 112,831,997 "," 113,149,158 ","none"
"8555","ILMN_1683211","ENSG00000130287","NCAN","neurocan ","19"," 19,322,838 "," 19,363,042 ","none"
"8556","ILMN_1683441","ENSG00000151503","NCAPD3","non-SMC condensin II complex, subunit D3 ","11"," 134,020,014 "," 134,095,348 ","none"
"8557","ILMN_2066756","ENSG00000146918","NCAPG2","non-SMC condensin II complex, subunit G2 ","7"," 158,424,003 "," 158,497,520 ","none"
"8558","ILMN_1715908","ENSG00000025770","NCAPH2","non-SMC condensin II complex, subunit H2 ","22"," 50,946,645 "," 50,961,901 ","none"
"8559","ILMN_1777528","ENSG00000136937","NCBP1","nuclear cap binding protein subunit 1, 80kDa ","9"," 100,395,908 "," 100,436,030 ","none"
"8560","ILMN_1720442","ENSG00000114503","NCBP2","nuclear cap binding protein subunit 2, 20kDa ","3"," 196,662,273 "," 196,669,468 ","none"
"8561","ILMN_2412564","ENSG00000114503","NCBP2","nuclear cap binding protein subunit 2, 20kDa ","3"," 196,662,273 "," 196,669,468 ","none"
"8562","ILMN_1704354","ENSG00000020129","NCDN","neurochondrin ","1"," 36,023,074 "," 36,032,875 ","none"
"8563","ILMN_1697309","ENSG00000165178","NCF1C","neutrophil cytosolic factor 1C pseudogene ","7"," 74,572,445 "," 74,587,848 ","none"
"8564","ILMN_2335704","ENSG00000100365","NCF4","neutrophil cytosolic factor 4, 40kDa ","22"," 37,257,030 "," 37,274,057 ","none"
"8565","ILMN_1698001","ENSG00000158092","NCK1","NCK adaptor protein 1 ","3"," 136,581,050 "," 136,668,665 ","none"
"8566","ILMN_1674250","ENSG00000123338","NCKAP1L","NCK-associated protein 1-like ","12"," 54,891,495 "," 54,937,726 ","none"
"8567","ILMN_2382271","ENSG00000213672","NCKIPSD","NCK interacting protein with SH3 domain ","3"," 48,701,364 "," 48,723,797 ","none"
"8568","ILMN_1695422","ENSG00000115053","NCL","nucleolin ","2"," 232,318,242 "," 232,348,352 ","none"
"8569","ILMN_2121437","ENSG00000115053","NCL","nucleolin ","2"," 232,318,242 "," 232,348,352 ","none"
"8570","ILMN_2335198","ENSG00000084676","NCOA1","nuclear receptor coactivator 1 ","2"," 24,714,783 "," 24,993,571 ","none"
"8571","ILMN_1770035","ENSG00000124160","NCOA5","nuclear receptor coactivator 5 ","20"," 44,689,624 "," 44,718,591 ","none"
"8572","ILMN_1695797","ENSG00000198646","NCOA6","nuclear receptor coactivator 6 ","20"," 33,284,722 "," 33,413,452 ","none"
"8573","ILMN_2256868","ENSG00000196498","NCOR2","nuclear receptor corepressor 2 ","12"," 124,808,961 "," 125,052,135 ","none"
"8574","ILMN_1735180","ENSG00000162736","NCSTN","nicastrin ","1"," 160,313,062 "," 160,328,742 ","none"
"8575","ILMN_2397199","ENSG00000166579","NDEL1","nudE nuclear distribution E homolog (A. nidulans)-like 1 ","17"," 8,316,449 "," 8,393,729 ","none"
"8576","ILMN_1689176","ENSG00000173376","NDNF","neuron-derived neurotrophic factor ","4"," 121,956,768 "," 121,994,176 ","none"
"8577","ILMN_1738622","ENSG00000185115","NDNL2","necdin-like 2 ","15"," 29,560,353 "," 29,562,033 ","none"
"8578","ILMN_1670535","ENSG00000165795","NDRG2","NDRG family member 2 ","14"," 21,484,922 "," 21,539,031 ","none"
"8579","ILMN_2361603","ENSG00000165795","NDRG2","NDRG family member 2 ","14"," 21,484,922 "," 21,539,031 ","none"
"8580","ILMN_1690283","ENSG00000103034","NDRG4","NDRG family member 4 ","16"," 58,496,750 "," 58,547,532 ","none"
"8581","ILMN_2379063","ENSG00000103034","NDRG4","NDRG family member 4 ","16"," 58,496,750 "," 58,547,532 ","none"
"8582","ILMN_2206344","ENSG00000166507","NDST2","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2 ","10"," 75,556,272 "," 75,571,589 ","none"
"8583","ILMN_1791119","ENSG00000130414","NDUFA10","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa ","2"," 240,831,867 "," 240,964,819 ","none"
"8584","ILMN_1756573","ENSG00000185633","NDUFA4L2","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2 ","12"," 57,628,686 "," 57,634,498 ","none"
"8585","ILMN_1754421","ENSG00000137806","NDUFAF1","NADH dehydrogenase (ubiquinone) complex I, assembly factor 1 ","15"," 41,679,551 "," 41,694,717 ","none"
"8586","ILMN_1691557","ENSG00000178057","NDUFAF3","NADH dehydrogenase (ubiquinone) complex I, assembly factor 3 ","3"," 49,057,892 "," 49,060,928 ","none"
"8587","ILMN_1770589","ENSG00000065518","NDUFB4","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa ","3"," 120,315,156 "," 120,321,347 ","none"
"8588","ILMN_1675927","ENSG00000078114","NEBL","nebulette ","10"," 21,068,902 "," 21,463,116 ","none"
"8589","ILMN_1663437","ENSG00000103154","NECAB2","N-terminal EF-hand calcium binding protein 2 ","16"," 84,002,237 "," 84,036,381 ","none"
"8590","ILMN_1703140","ENSG00000069869","NEDD4","neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase ","15"," 56,119,120 "," 56,285,944 ","none"
"8591","ILMN_1758719","ENSG00000111859","NEDD9","neural precursor cell expressed, developmentally down-regulated 9 ","6"," 11,183,531 "," 11,382,581 ","none"
"8592","ILMN_1812622","ENSG00000140398","NEIL1","nei endonuclease VIII-like 1 (E. coli) ","15"," 75,639,296 "," 75,647,592 ","none"
"8593","ILMN_1715680","ENSG00000154328","NEIL2","nei endonuclease VIII-like 2 (E. coli) ","8"," 11,627,148 "," 11,644,855 ","none"
"8594","ILMN_2162234","ENSG00000137601","NEK1","NIMA-related kinase 1 ","4"," 170,314,426 "," 170,533,780 ","none"
"8595","ILMN_1813645","ENSG00000114670","NEK11","NIMA-related kinase 11 ","3"," 130,745,694 "," 131,069,309 ","none"
"8596","ILMN_1660871","ENSG00000119408","NEK6","NIMA-related kinase 6 ","9"," 127,019,885 "," 127,115,586 ","none"
"8597","ILMN_1815083","ENSG00000185049","NELFA","negative elongation factor complex member A ","4"," 1,984,441 "," 2,043,630 ","none"
"8598","ILMN_2399328","ENSG00000188986","NELFB","negative elongation factor complex member B ","9"," 140,149,625 "," 140,167,998 ","none"
"8599","ILMN_1765532","ENSG00000204356","NELFE","negative elongation factor complex member E ","6"," 31,919,864 "," 31,926,887 ","none"
"8600","ILMN_1763144","ENSG00000204386","NEU1","sialidase 1 (lysosomal sialidase) ","6"," 31,825,436 "," 31,830,683 ","none"
"8601","ILMN_1672081","ENSG00000107954","NEURL","neuralized homolog (Drosophila) ","10"," 105,253,736 "," 105,352,309 ","none"
"8602","ILMN_1777113","ENSG00000124257","NEURL2","neuralized homolog 2 (Drosophila) ","20"," 44,517,264 "," 44,519,926 ","none"
"8603","ILMN_2407811","ENSG00000215041","NEURL4","neuralized homolog 4 (Drosophila) ","17"," 7,218,947 "," 7,232,712 ","none"
"8604","ILMN_1783276","ENSG00000162614","NEXN","nexilin (F actin binding protein) ","1"," 78,354,198 "," 78,409,580 ","none"
"8605","ILMN_1657199","ENSG00000163531","NFASC","neurofascin ","1"," 204,797,779 "," 204,991,950 ","none"
"8606","ILMN_1800976","ENSG00000072736","NFATC3","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3 ","16"," 68,118,654 "," 68,263,162 ","none"
"8607","ILMN_1739450","ENSG00000082641","NFE2L1","nuclear factor (erythroid-derived 2)-like 1 ","17"," 46,125,691 "," 46,138,849 ","none"
"8608","ILMN_1790909","ENSG00000116044","NFE2L2","nuclear factor (erythroid-derived 2)-like 2 ","2"," 178,092,323 "," 178,257,425 ","none"
"8609","ILMN_2049766","ENSG00000050344","NFE2L3","nuclear factor (erythroid-derived 2)-like 3 ","7"," 26,191,860 "," 26,226,745 ","none"
"8610","ILMN_1758049","ENSG00000162599","NFIA","nuclear factor I/A ","1"," 61,330,931 "," 61,928,465 ","none"
"8611","ILMN_1707312","ENSG00000165030","NFIL3","nuclear factor, interleukin 3 regulated ","9"," 94,171,327 "," 94,186,144 ","none"
"8612","ILMN_1714965","ENSG00000109320","NFKB1","nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 ","4"," 103,422,486 "," 103,538,459 ","none"
"8613","ILMN_1674152","ENSG00000104825","NFKBIB","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta ","19"," 39,390,340 "," 39,399,533 ","none"
"8614","ILMN_1690473","ENSG00000104825","NFKBIB","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta ","19"," 39,390,340 "," 39,399,533 ","none"
"8615","ILMN_1712754","ENSG00000104825","NFKBIB","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta ","19"," 39,390,340 "," 39,399,533 ","none"
"8616","ILMN_1770260","ENSG00000144802","NFKBIZ","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta ","3"," 101,546,835 "," 101,579,866 ","none"
"8617","ILMN_1703079","ENSG00000244005","NFS1","NFS1 nitrogen fixation 1 homolog (S. cerevisiae) ","20"," 34,220,262 "," 34,287,281 ","none"
"8618","ILMN_2406468","ENSG00000169599","NFU1","NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae) ","2"," 69,622,882 "," 69,664,760 ","none"
"8619","ILMN_1698402","ENSG00000086102","NFX1","nuclear transcription factor, X-box binding 1 ","9"," 33,290,509 "," 33,371,155 ","none"
"8620","ILMN_1744959","ENSG00000086102","NFX1","nuclear transcription factor, X-box binding 1 ","9"," 33,290,509 "," 33,371,155 ","none"
"8621","ILMN_1682197","ENSG00000170448","NFXL1","nuclear transcription factor, X-box binding-like 1 ","4"," 47,849,257 "," 47,916,653 ","none"
"8622","ILMN_1690325","ENSG00000001167","NFYA","nuclear transcription factor Y, alpha ","6"," 41,040,684 "," 41,067,715 ","none"
"8623","ILMN_1800332","ENSG00000165553","NGB","neuroglobin ","14"," 77,731,826 "," 77,737,655 ","none"
"8624","ILMN_2324998","ENSG00000129460","NGDN","neuroguidin, EIF4E binding protein ","14"," 23,938,897 "," 23,979,071 ","none"
"8625","ILMN_1809613","ENSG00000066248","NGEF","neuronal guanine nucleotide exchange factor ","2"," 233,743,396 "," 233,877,982 ","none"
"8626","ILMN_1716608","ENSG00000134259","NGF","nerve growth factor (beta polypeptide) ","1"," 115,828,539 "," 115,880,857 ","none"
"8627","ILMN_1770537","ENSG00000166681","NGFRAP1","nerve growth factor receptor (TNFRSF16) associated protein 1 ","X"," 102,631,268 "," 102,633,005 ","none"
"8628","ILMN_1728779","ENSG00000151092","NGLY1","N-glycanase 1 ","3"," 25,760,435 "," 25,831,530 ","none"
"8629","ILMN_2208777","ENSG00000177551","NHLH2","nescient helix loop helix 2 ","1"," 116,378,998 "," 116,386,538 ","none"
"8630","ILMN_2393046","ENSG00000188811","NHLRC3","NHL repeat containing 3 ","13"," 39,612,443 "," 39,624,246 ","none"
"8631","ILMN_1684312","ENSG00000257108","NHLRC4","NHL repeat containing 4 ","16"," 616,996 "," 619,495 ","none"
"8632","ILMN_1715864","ENSG00000188158","NHS","Nance-Horan syndrome (congenital cataracts and dental anomalies) ","X"," 17,393,543 "," 17,754,114 ","none"
"8633","ILMN_1652072","ENSG00000177453","NIM1","Serine/threonine-protein kinase NIM1  ","5"," 43,192,173 "," 43,280,952 ","none"
"8634","ILMN_1724753","ENSG00000100503","NIN","ninein (GSK3B interacting protein) ","14"," 51,186,481 "," 51,297,839 ","none"
"8635","ILMN_1815086","ENSG00000131669","NINJ1","ninjurin 1 ","9"," 95,883,771 "," 95,896,570 ","none"
"8636","ILMN_1704305","ENSG00000132603","NIP7","NIP7, nucleolar pre-rRNA processing protein ","16"," 69,373,333 "," 69,377,014 ","none"
"8637","ILMN_1720344","ENSG00000140157","NIPA2","non imprinted in Prader-Willi/Angelman syndrome 2 ","15"," 23,004,684 "," 23,034,427 ","none"
"8638","ILMN_1690136","ENSG00000164190","NIPBL","Nipped-B homolog (Drosophila) ","5"," 36,876,861 "," 37,066,515 ","none"
"8639","ILMN_2264625","ENSG00000164190","NIPBL","Nipped-B homolog (Drosophila) ","5"," 36,876,861 "," 37,066,515 ","none"
"8640","ILMN_1698330","ENSG00000158793","NIT1","nitrilase 1 ","1"," 161,087,876 "," 161,095,235 ","none"
"8641","ILMN_1813639","ENSG00000101198","NKAIN4","Na+/K+ transporting ATPase interacting 4 ","20"," 61,872,136 "," 61,904,046 ","none"
"8642","ILMN_1675359","ENSG00000101882","NKAP","NFKB activating protein ","X"," 119,059,014 "," 119,077,735 ","none"
"8643","ILMN_1692674","ENSG00000140807","NKD1","naked cuticle homolog 1 (Drosophila) ","16"," 50,582,241 "," 50,670,647 ","none"
"8644","ILMN_1682993","ENSG00000105374","NKG7","natural killer cell group 7 sequence ","19"," 51,874,860 "," 51,875,969 ","none"
"8645","ILMN_1721621","ENSG00000114857","NKTR","natural killer-tumor recognition sequence ","3"," 42,642,106 "," 42,690,227 ","none"
"8646","ILMN_1724304","ENSG00000073536","NLE1","notchless homolog 1 (Drosophila) ","17"," 33,455,772 "," 33,469,334 ","none"
"8647","ILMN_2404454","ENSG00000073536","NLE1","notchless homolog 1 (Drosophila) ","17"," 33,455,772 "," 33,469,334 ","none"
"8648","ILMN_1860487","ENSG00000169760","NLGN1","neuroligin 1 ","3"," 173,114,074 "," 174,004,434 ","none"
"8649","ILMN_1764158","ENSG00000169992","NLGN2","neuroligin 2 ","17"," 7,308,193 "," 7,323,179 ","none"
"8650","ILMN_2210199","ENSG00000165246","NLGN4Y","neuroligin 4, Y-linked ","Y"," 16,634,518 "," 16,957,530 ","none"
"8651","ILMN_1742089","ENSG00000123213","NLN","neurolysin (metallopeptidase M3 family) ","5"," 65,018,023 "," 65,167,553 ","none"
"8652","ILMN_1680774","ENSG00000091592","NLRP1","NLR family, pyrin domain containing 1 ","17"," 5,402,747 "," 5,522,744 ","none"
"8653","ILMN_1698752","ENSG00000160703","NLRX1","NLR family member X1 ","11"," 119,037,277 "," 119,054,725 ","none"
"8654","ILMN_1723768","ENSG00000160703","NLRX1","NLR family member X1 ","11"," 119,037,277 "," 119,054,725 ","none"
"8655","ILMN_1727348","ENSG00000169251","NMD3","NMD3 homolog (S. cerevisiae) ","3"," 160,822,484 "," 160,971,320 ","none"
"8656","ILMN_2232430","ENSG00000169251","NMD3","NMD3 homolog (S. cerevisiae) ","3"," 160,822,484 "," 160,971,320 ","none"
"8657","ILMN_2414399","ENSG00000239672","NME1","NME/NM23 nucleoside diphosphate kinase 1 ","17"," 49,230,897 "," 49,239,789 ","none"
"8658","ILMN_2234873","ENSG00000243678","NME1-NME2","NME1-NME2 readthrough ","17"," 49,242,796 "," 49,249,108 ","none"
"8659","ILMN_1693430","ENSG00000011052","NME2","NME/NM23 nucleoside diphosphate kinase 2 ","17"," 49,230,951 "," 49,249,105 ","none"
"8660","ILMN_1713875","ENSG00000011052","NME2","NME/NM23 nucleoside diphosphate kinase 2 ","17"," 49,230,951 "," 49,249,105 ","none"
"8661","ILMN_1665123","ENSG00000163864","NMNAT3","nicotinamide nucleotide adenylyltransferase 3 ","3"," 139,279,022 "," 139,396,859 ","none"
"8662","ILMN_1674650","ENSG00000106733","NMRK1","nicotinamide riboside kinase 1 ","9"," 77,675,489 "," 77,703,133 ","none"
"8663","ILMN_1762678","ENSG00000136448","NMT1","N-myristoyltransferase 1 ","17"," 43,128,978 "," 43,186,384 ","none"
"8664","ILMN_2062620","ENSG00000152465","NMT2","N-myristoyltransferase 2 ","10"," 15,144,583 "," 15,210,692 ","none"
"8665","ILMN_1715508","ENSG00000166741","NNMT","nicotinamide N-methyltransferase ","11"," 114,128,509 "," 114,184,007 ","none"
"8666","ILMN_1759396","ENSG00000112992","NNT","nicotinamide nucleotide transhydrogenase ","5"," 43,602,794 "," 43,707,507 ","none"
"8667","ILMN_1806634","ENSG00000112992","NNT","nicotinamide nucleotide transhydrogenase ","5"," 43,602,794 "," 43,707,507 ","none"
"8668","ILMN_1665066","ENSG00000084092","NOA1","nitric oxide associated 1 ","4"," 57,829,536 "," 57,844,989 ","none"
"8669","ILMN_1689110","ENSG00000141101","NOB1","NIN1/RPN12 binding protein 1 homolog (S. cerevisiae) ","16"," 69,775,770 "," 69,788,843 ","none"
"8670","ILMN_2187727","ENSG00000173145","NOC3L","nucleolar complex associated 3 homolog (S. cerevisiae) ","10"," 96,075,004 "," 96,122,716 ","none"
"8671","ILMN_1733107","ENSG00000184967","NOC4L","nucleolar complex associated 4 homolog (S. cerevisiae) ","12"," 132,628,993 "," 132,637,013 ","none"
"8672","ILMN_2114422","ENSG00000106100","NOD1","nucleotide-binding oligomerization domain containing 1 ","7"," 30,464,143 "," 30,518,400 ","none"
"8673","ILMN_1688971","ENSG00000130935","NOL11","nucleolar protein 11 ","17"," 65,713,949 "," 65,740,647 ","none"
"8674","ILMN_2059797","ENSG00000140939","NOL3","nucleolar protein 3 (apoptosis repressor with CARD domain) ","16"," 67,204,057 "," 67,209,643 ","none"
"8675","ILMN_1689747","ENSG00000198000","NOL8","nucleolar protein 8 ","9"," 95,059,640 "," 95,087,918 ","none"
"8676","ILMN_2062370","ENSG00000198000","NOL8","nucleolar protein 8 ","9"," 95,059,640 "," 95,087,918 ","none"
"8677","ILMN_1740976","ENSG00000147140","NONO","non-POU domain containing, octamer-binding ","X"," 70,503,042 "," 70,521,018 ","none"
"8678","ILMN_1750052","ENSG00000087269","NOP14","NOP14 nucleolar protein ","4"," 2,939,660 "," 2,965,112 ","none"
"8679","ILMN_1704055","ENSG00000048162","NOP16","NOP16 nucleolar protein ","5"," 175,810,949 "," 175,815,976 ","none"
"8680","ILMN_1723158","ENSG00000111641","NOP2","NOP2 nucleolar protein ","12"," 6,666,029 "," 6,677,857 ","none"
"8681","ILMN_1698085","ENSG00000196943","NOP9","NOP9 nucleolar protein ","14"," 24,769,068 "," 24,778,330 ","none"
"8682","ILMN_1670099","ENSG00000163072","NOSTRIN","nitric oxide synthase trafficker ","2"," 169,643,049 "," 169,722,024 ","none"
"8683","ILMN_1729161","ENSG00000148400","NOTCH1","notch 1 ","9"," 139,388,896 "," 139,440,314 ","none"
"8684","ILMN_2405297","ENSG00000134250","NOTCH2","notch 2 ","1"," 120,454,176 "," 120,612,240 ","none"
"8685","ILMN_1721968","ENSG00000139910","NOVA1","neuro-oncological ventral antigen 1 ","14"," 26,912,299 "," 27,066,960 ","none"
"8686","ILMN_1799589","ENSG00000188747","NOXA1","NADPH oxidase activator 1 ","9"," 140,317,802 "," 140,328,858 ","none"
"8687","ILMN_1747067","ENSG00000130751","NPAS1","neuronal PAS domain protein 1 ","19"," 47,523,077 "," 47,549,033 ","none"
"8688","ILMN_1765558","ENSG00000170485","NPAS2","neuronal PAS domain protein 2 ","2"," 101,436,614 "," 101,613,291 ","none"
"8689","ILMN_1752550","ENSG00000151322","NPAS3","neuronal PAS domain protein 3 ","14"," 33,404,139 "," 34,273,382 ","none"
"8690","ILMN_1808326","ENSG00000151322","NPAS3","neuronal PAS domain protein 3 ","14"," 33,404,139 "," 34,273,382 ","none"
"8691","ILMN_1726459","ENSG00000174576","NPAS4","neuronal PAS domain protein 4 ","11"," 66,188,475 "," 66,194,178 ","none"
"8692","ILMN_1777453","ENSG00000183979","NPB","neuropeptide B ","17"," 79,858,621 "," 79,860,781 ","none"
"8693","ILMN_2199313","ENSG00000107281","NPDC1","neural proliferation, differentiation and control, 1 ","9"," 139,933,922 "," 139,940,655 ","none"
